,nature,type,id,description,cwe_counts,cwe_id
61,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,1,20
62,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,20
63,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,1,20
64,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,20
65,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,20
66,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,20
67,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,1,20
68,Self,class,20,,1,20
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
1,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,1,94
2,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),1,94
3,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),1,94
4,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,1,94
5,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),1,94
6,MemberOf,category,137,Data Neutralization Issues,1,94
7,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
8,MemberOf,category,1019,Validate Inputs,1,94
9,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,94
10,MemberOf,category,752,2009 Top 25 - Risky Resource Management,1,94
11,MemberOf,view,884,CWE Cross-section,1,94
12,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,1,94
13,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,94
14,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,94
15,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,94
16,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,94
17,MemberOf,category,1409,Comprehensive Categorization: Injection,1,94
18,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,94
19,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,94
20,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,94
21,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,1,94
22,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,94
23,Self,base,94,,1,94
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),21,77
1,ParentOf,base,78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),21,77
2,ParentOf,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),21,77
3,ParentOf,base,624,Executable Regular Expression Error,21,77
4,ParentOf,base,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),21,77
5,ParentOf,base,1427,Improper Neutralization of Input Used for LLM Prompting,21,77
6,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),21,77
7,MemberOf,category,1019,Validate Inputs,21,77
8,ParentOf,base,78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),21,77
9,ParentOf,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),21,77
10,ParentOf,base,624,Executable Regular Expression Error,21,77
11,ParentOf,base,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),21,77
12,ParentOf,base,78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),21,77
13,ParentOf,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),21,77
14,ParentOf,base,624,Executable Regular Expression Error,21,77
15,ParentOf,base,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),21,77
16,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,21,77
17,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,21,77
18,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,21,77
19,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,21,77
20,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,21,77
21,MemberOf,category,1005,7PK - Input Validation and Representation,21,77
22,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,21,77
23,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),21,77
24,MemberOf,category,1308,CISQ Quality Measures - Security,21,77
25,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,21,77
26,MemberOf,view,1340,CISQ Data Protection Measures,21,77
27,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,21,77
28,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,21,77
29,MemberOf,category,1409,Comprehensive Categorization: Injection,21,77
30,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,21,77
31,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,21,77
32,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,21,77
33,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,21,77
34,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,21,77
35,Self,class,77,,21,77
0,ChildOf,base,787,Out-of-bounds Write,11,122
1,ChildOf,base,788,Access of Memory Location After End of Buffer,11,122
2,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,11,122
3,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),11,122
4,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,11,122
5,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,11,122
6,Self,variant,122,,11,122
0,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,11,125
1,ParentOf,variant,126,Buffer Over-read,11,125
2,ParentOf,variant,127,Buffer Under-read,11,125
3,CanFollow,base,822,Untrusted Pointer Dereference,11,125
4,CanFollow,base,823,Use of Out-of-range Pointer Offset,11,125
5,CanFollow,base,824,Access of Uninitialized Pointer,11,125
6,CanFollow,base,825,Expired Pointer Dereference,11,125
7,MemberOf,category,1218,Memory Buffer Errors,11,125
8,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,11,125
9,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,11,125
10,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,11,125
11,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,11,125
12,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),11,125
13,MemberOf,category,1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),11,125
14,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),11,125
15,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,11,125
16,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,11,125
17,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,11,125
18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,11,125
19,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,11,125
20,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,11,125
21,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,11,125
22,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,11,125
23,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,11,125
24,Self,base,125,,11,125
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
1,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,1,94
2,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),1,94
3,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),1,94
4,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,1,94
5,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),1,94
6,MemberOf,category,137,Data Neutralization Issues,1,94
7,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
8,MemberOf,category,1019,Validate Inputs,1,94
9,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,94
10,MemberOf,category,752,2009 Top 25 - Risky Resource Management,1,94
11,MemberOf,view,884,CWE Cross-section,1,94
12,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,1,94
13,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,94
14,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,94
15,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,94
16,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,94
17,MemberOf,category,1409,Comprehensive Categorization: Injection,1,94
18,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,94
19,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,94
20,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,94
21,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,1,94
22,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,94
23,Self,base,94,,1,94
0,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),1,78
1,CanFollow,base,184,Incomplete List of Disallowed Inputs,1,78
2,MemberOf,category,137,Data Neutralization Issues,1,78
3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,78
4,MemberOf,category,1019,Validate Inputs,1,78
5,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),1,78
6,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),1,78
7,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,78
8,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,1,78
9,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,1,78
10,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),1,78
11,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),1,78
12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,1,78
13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,1,78
14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,1,78
15,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),1,78
16,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,1,78
17,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),1,78
18,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),1,78
19,MemberOf,view,884,CWE Cross-section,1,78
20,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,1,78
21,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,1,78
22,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,1,78
23,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,1,78
24,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),1,78
25,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),1,78
26,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,78
27,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,78
28,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,78
29,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,78
30,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,78
31,MemberOf,category,1409,Comprehensive Categorization: Injection,1,78
32,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,78
33,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,78
34,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,78
35,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,1,78
36,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,78
37,Self,base,78,,1,78
0,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,2,502
1,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,2,502
2,MemberOf,category,399,Resource Management Errors,2,502
3,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,2,502
4,MemberOf,category,1019,Validate Inputs,2,502
5,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),2,502
6,MemberOf,view,884,CWE Cross-section,2,502
7,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,2,502
8,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,2,502
9,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),2,502
10,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,502
11,MemberOf,category,1308,CISQ Quality Measures - Security,2,502
12,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,502
13,MemberOf,view,1340,CISQ Data Protection Measures,2,502
14,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,502
15,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,2,502
16,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,502
17,MemberOf,category,1415,Comprehensive Categorization: Resource Control,2,502
18,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,502
19,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,502
20,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,2,502
21,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,2,502
22,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,2,502
23,Self,base,502,,2,502
0,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,1,829
1,ParentOf,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),1,829
2,ParentOf,variant,827,Improper Control of Document Type Definition,1,829
3,ParentOf,variant,830,Inclusion of Web Functionality from an Untrusted Source,1,829
4,MemberOf,category,1214,Data Integrity Issues,1,829
5,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,1,829
6,MemberOf,category,1016,Limit Exposure,1,829
7,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,1,829
8,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,1,829
9,MemberOf,view,884,CWE Cross-section,1,829
10,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,1,829
11,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,1,829
12,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,1,829
13,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,1,829
14,Self,base,829,,1,829
0,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),1,918
1,MemberOf,category,417,Communication Channel Errors,1,918
2,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,1,918
3,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,918
4,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),1,918
5,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,918
6,MemberOf,category,1396,Comprehensive Categorization: Access Control,1,918
7,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,918
8,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,918
9,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,918
10,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,1,918
11,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,918
12,Self,base,918,,1,918
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),8,94
1,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,8,94
2,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),8,94
3,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),8,94
4,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,8,94
5,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),8,94
6,MemberOf,category,137,Data Neutralization Issues,8,94
7,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),8,94
8,MemberOf,category,1019,Validate Inputs,8,94
9,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,8,94
10,MemberOf,category,752,2009 Top 25 - Risky Resource Management,8,94
11,MemberOf,view,884,CWE Cross-section,8,94
12,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,8,94
13,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,8,94
14,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,8,94
15,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,8,94
16,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,8,94
17,MemberOf,category,1409,Comprehensive Categorization: Injection,8,94
18,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,8,94
19,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,8,94
20,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,8,94
21,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,8,94
22,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,8,94
23,Self,base,94,,8,94
0,ChildOf,base,94,Improper Control of Generation of Code ('Code Injection'),8,95
1,MemberOf,category,1019,Validate Inputs,8,95
2,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,8,95
3,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,8,95
4,MemberOf,view,884,CWE Cross-section,8,95
5,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,8,95
6,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),8,95
7,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,8,95
8,MemberOf,category,1409,Comprehensive Categorization: Injection,8,95
9,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,8,95
10,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,8,95
11,Self,variant,95,,8,95
0,ChildOf,base,201,Insertion of Sensitive Information Into Sent Data,1,598
1,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,1,598
2,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,1,598
3,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,1,598
4,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,1,598
5,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,1,598
6,Self,variant,598,,1,598
0,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,1,22
1,ParentOf,base,23,Relative Path Traversal,1,22
2,ParentOf,base,36,Absolute Path Traversal,1,22
3,CanFollow,class,20,Improper Input Validation,1,22
4,CanFollow,base,73,External Control of File Name or Path,1,22
5,CanFollow,class,172,Encoding Error,1,22
6,CanPrecede,class,668,Exposure of Resource to Wrong Sphere,1,22
7,MemberOf,category,1219,File Handling Issues,1,22
8,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,1,22
9,ParentOf,base,23,Relative Path Traversal,1,22
10,ParentOf,base,36,Absolute Path Traversal,1,22
11,ParentOf,base,23,Relative Path Traversal,1,22
12,ParentOf,base,36,Absolute Path Traversal,1,22
13,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,22
14,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,1,22
15,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,1,22
16,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),1,22
17,MemberOf,category,802,2010 Top 25 - Risky Resource Management,1,22
18,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,1,22
19,MemberOf,category,865,2011 Top 25 - Risky Resource Management,1,22
20,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),1,22
21,MemberOf,view,884,CWE Cross-section,1,22
22,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,1,22
23,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,1,22
24,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,1,22
25,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,1,22
26,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),1,22
27,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,22
28,MemberOf,category,1308,CISQ Quality Measures - Security,1,22
29,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,22
30,MemberOf,view,1340,CISQ Data Protection Measures,1,22
31,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,1,22
32,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,22
33,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,22
34,MemberOf,category,1404,Comprehensive Categorization: File Handling,1,22
35,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,22
36,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,22
37,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,22
38,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,1,22
39,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,22
40,Self,base,22,,1,22
0,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2,78
1,CanFollow,base,184,Incomplete List of Disallowed Inputs,2,78
2,MemberOf,category,137,Data Neutralization Issues,2,78
3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,78
4,MemberOf,category,1019,Validate Inputs,2,78
5,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2,78
6,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2,78
7,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,78
8,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,2,78
9,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,2,78
10,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),2,78
11,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),2,78
12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,2,78
13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,2,78
14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,2,78
15,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),2,78
16,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,2,78
17,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),2,78
18,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),2,78
19,MemberOf,view,884,CWE Cross-section,2,78
20,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,2,78
21,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,2,78
22,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,2,78
23,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,2,78
24,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),2,78
25,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),2,78
26,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,78
27,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,78
28,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,2,78
29,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,78
30,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,78
31,MemberOf,category,1409,Comprehensive Categorization: Injection,2,78
32,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,78
33,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,78
34,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,2,78
35,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,2,78
36,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,2,78
37,Self,base,78,,2,78
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,77
