,nature,type,id,description,cwe_counts,cwe_id
353,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,132,95
354,MemberOf,view,884,CWE Cross-section,132,95
355,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,132,95
356,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),132,95
357,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,132,95
358,MemberOf,category,1409,Comprehensive Categorization: Injection,132,95
359,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,132,95
360,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,132,95
361,Self,variant,95,,132,95
362,ChildOf,pillar,707,Improper Neutralization,132,116
363,ParentOf,base,117,Improper Output Neutralization for Logs,132,116
364,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,132,116
365,ParentOf,base,838,Inappropriate Encoding for Output Context,132,116
366,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),132,116
367,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,132,116
368,ParentOf,base,838,Inappropriate Encoding for Output Context,132,116
369,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,132,116
370,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),132,116
371,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),132,116
372,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,132,116
373,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),132,116
374,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),132,116
375,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,132,116
376,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,132,116
377,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,132,116
378,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,132,116
379,Self,class,116,,132,116
380,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,700,502
381,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,700,502
382,MemberOf,category,399,Resource Management Errors,700,502
383,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,700,502
384,MemberOf,category,1019,Validate Inputs,700,502
385,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),700,502
386,MemberOf,view,884,CWE Cross-section,700,502
387,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,700,502
388,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,700,502
389,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),700,502
390,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,700,502
391,MemberOf,category,1308,CISQ Quality Measures - Security,700,502
392,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,700,502
393,MemberOf,view,1340,CISQ Data Protection Measures,700,502
394,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,700,502
395,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,700,502
396,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,700,502
397,MemberOf,category,1415,Comprehensive Categorization: Resource Control,700,502
398,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,700,502
399,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,700,502
400,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,700,502
401,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,700,502
402,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,700,502
403,Self,base,502,,700,502
404,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),82,918
405,MemberOf,category,417,Communication Channel Errors,82,918
406,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,82,918
407,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,82,918
408,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),82,918
409,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,82,918
410,MemberOf,category,1396,Comprehensive Categorization: Access Control,82,918
411,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,82,918
412,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,82,918
413,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,82,918
414,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,82,918
415,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,82,918
416,Self,base,918,,82,918
417,ChildOf,pillar,707,Improper Neutralization,3,20
418,ParentOf,base,179,Incorrect Behavior Order: Early Validation,3,20
419,ParentOf,variant,622,Improper Validation of Function Hook Arguments,3,20
420,ParentOf,base,1173,Improper Use of Validation Framework,3,20
421,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,3,20
422,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",3,20
423,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,3,20
424,ParentOf,base,1287,Improper Validation of Specified Type of Input,3,20
425,ParentOf,base,1288,Improper Validation of Consistency within Input,3,20
426,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,3,20
427,PeerOf,class,345,Insufficient Verification of Data Authenticity,3,20
428,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),3,20
429,CanPrecede,base,41,Improper Resolution of Path Equivalence,3,20
430,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),3,20
431,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,3,20
432,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,3,20
433,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,3,20
434,ParentOf,variant,129,Improper Validation of Array Index,3,20
435,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,3,20
436,MemberOf,category,1019,Validate Inputs,3,20
437,ParentOf,base,15,External Control of System or Configuration Setting,3,20
438,ParentOf,base,73,External Control of File Name or Path,3,20
439,ParentOf,variant,102,Struts: Duplicate Validation Forms,3,20
440,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,3,20
441,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,3,20
442,ParentOf,variant,105,Struts: Form Field Without Validator,3,20
443,ParentOf,variant,106,Struts: Plug-in Framework not in Use,3,20
444,ParentOf,variant,107,Struts: Unused Validation Form,3,20
445,ParentOf,variant,108,Struts: Unvalidated Action Form,3,20
446,ParentOf,variant,109,Struts: Validator Turned Off,3,20
447,ParentOf,variant,110,Struts: Validator Without Form Field,3,20
448,ParentOf,variant,111,Direct Use of Unsafe JNI,3,20
449,ParentOf,base,112,Missing XML Validation,3,20
450,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),3,20
451,ParentOf,class,114,Process Control,3,20
452,ParentOf,base,117,Improper Output Neutralization for Logs,3,20
453,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,3,20
454,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),3,20
455,ParentOf,base,134,Use of Externally-Controlled Format String,3,20
456,ParentOf,base,170,Improper Null Termination,3,20
457,ParentOf,base,190,Integer Overflow or Wraparound,3,20
458,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,3,20
459,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),3,20
460,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,3,20
461,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,3,20
462,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,3,20
463,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),3,20
464,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),3,20
465,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),3,20
466,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),3,20
467,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,3,20
468,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),3,20
469,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),3,20
470,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),3,20
471,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,3,20
472,MemberOf,category,1005,7PK - Input Validation and Representation,3,20
473,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),3,20
474,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,3,20
475,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,3,20
476,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,3,20
477,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,3,20
478,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,3,20
479,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,3,20
480,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,3,20
481,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,3,20
482,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,3,20
483,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,3,20
484,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,3,20
485,Self,class,20,,3,20
486,ChildOf,pillar,707,Improper Neutralization,3,116
487,ParentOf,base,117,Improper Output Neutralization for Logs,3,116
488,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,3,116
489,ParentOf,base,838,Inappropriate Encoding for Output Context,3,116
490,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),3,116
491,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,3,116
492,ParentOf,base,838,Inappropriate Encoding for Output Context,3,116
493,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,3,116
494,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),3,116
495,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),3,116
496,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,3,116
497,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),3,116
498,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),3,116
499,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,3,116
500,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,3,116
501,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,3,116
502,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,3,116
503,Self,class,116,,3,116
504,ChildOf,pillar,697,Incorrect Comparison,3,185
505,ParentOf,base,186,Overly Restrictive Regular Expression,3,185
506,ParentOf,base,625,Permissive Regular Expression,3,185
507,CanPrecede,base,182,Collapse of Data into Unsafe Value,3,185
508,CanPrecede,variant,187,Partial String Comparison,3,185
509,MemberOf,view,884,CWE Cross-section,3,185
510,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,3,185
511,MemberOf,category,1397,Comprehensive Categorization: Comparison,3,185
512,Self,class,185,,3,185
513,ChildOf,class,185,Incorrect Regular Expression,3,186
514,MemberOf,category,19,Data Processing Errors,3,186
515,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,3,186
516,MemberOf,category,1397,Comprehensive Categorization: Comparison,3,186
517,Self,base,186,,3,186
518,ChildOf,pillar,707,Improper Neutralization,1,20
519,ParentOf,base,179,Incorrect Behavior Order: Early Validation,1,20
520,ParentOf,variant,622,Improper Validation of Function Hook Arguments,1,20
521,ParentOf,base,1173,Improper Use of Validation Framework,1,20
522,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,1,20
523,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",1,20
524,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,1,20
525,ParentOf,base,1287,Improper Validation of Specified Type of Input,1,20
526,ParentOf,base,1288,Improper Validation of Consistency within Input,1,20
527,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,1,20
528,PeerOf,class,345,Insufficient Verification of Data Authenticity,1,20
529,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),1,20
530,CanPrecede,base,41,Improper Resolution of Path Equivalence,1,20
531,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,20
532,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,20
533,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,1,20
534,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,1,20
535,ParentOf,variant,129,Improper Validation of Array Index,1,20
536,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,1,20
537,MemberOf,category,1019,Validate Inputs,1,20
538,ParentOf,base,15,External Control of System or Configuration Setting,1,20
539,ParentOf,base,73,External Control of File Name or Path,1,20
540,ParentOf,variant,102,Struts: Duplicate Validation Forms,1,20
541,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,1,20
542,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,1,20
543,ParentOf,variant,105,Struts: Form Field Without Validator,1,20
544,ParentOf,variant,106,Struts: Plug-in Framework not in Use,1,20
545,ParentOf,variant,107,Struts: Unused Validation Form,1,20
546,ParentOf,variant,108,Struts: Unvalidated Action Form,1,20
547,ParentOf,variant,109,Struts: Validator Turned Off,1,20
548,ParentOf,variant,110,Struts: Validator Without Form Field,1,20
549,ParentOf,variant,111,Direct Use of Unsafe JNI,1,20
550,ParentOf,base,112,Missing XML Validation,1,20
551,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),1,20
552,ParentOf,class,114,Process Control,1,20
553,ParentOf,base,117,Improper Output Neutralization for Logs,1,20
554,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,20
555,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),1,20
556,ParentOf,base,134,Use of Externally-Controlled Format String,1,20
557,ParentOf,base,170,Improper Null Termination,1,20
558,ParentOf,base,190,Integer Overflow or Wraparound,1,20
559,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,1,20
560,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),1,20
561,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,1,20
562,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,20
563,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,1,20
564,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),1,20
565,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1,20
566,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),1,20
567,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),1,20
568,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,1,20
569,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),1,20
570,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1,20
571,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),1,20
572,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,1,20
573,MemberOf,category,1005,7PK - Input Validation and Representation,1,20
574,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),1,20
575,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,20
576,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,20
577,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,20
578,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,20
579,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,1,20
580,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,20
581,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,1,20
582,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,20
583,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,20
584,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,20
585,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,1,20
586,Self,class,20,,1,20
587,ChildOf,pillar,707,Improper Neutralization,49,20
588,ParentOf,base,179,Incorrect Behavior Order: Early Validation,49,20
589,ParentOf,variant,622,Improper Validation of Function Hook Arguments,49,20
590,ParentOf,base,1173,Improper Use of Validation Framework,49,20
591,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,49,20
592,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",49,20
593,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,49,20
594,ParentOf,base,1287,Improper Validation of Specified Type of Input,49,20
595,ParentOf,base,1288,Improper Validation of Consistency within Input,49,20
596,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,49,20
597,PeerOf,class,345,Insufficient Verification of Data Authenticity,49,20
598,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),49,20
599,CanPrecede,base,41,Improper Resolution of Path Equivalence,49,20
600,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),49,20
601,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,49,20
602,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,49,20
603,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,49,20
604,ParentOf,variant,129,Improper Validation of Array Index,49,20
605,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,49,20
606,MemberOf,category,1019,Validate Inputs,49,20
607,ParentOf,base,15,External Control of System or Configuration Setting,49,20
608,ParentOf,base,73,External Control of File Name or Path,49,20
609,ParentOf,variant,102,Struts: Duplicate Validation Forms,49,20
610,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,49,20
611,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,49,20
612,ParentOf,variant,105,Struts: Form Field Without Validator,49,20
613,ParentOf,variant,106,Struts: Plug-in Framework not in Use,49,20
614,ParentOf,variant,107,Struts: Unused Validation Form,49,20
615,ParentOf,variant,108,Struts: Unvalidated Action Form,49,20
616,ParentOf,variant,109,Struts: Validator Turned Off,49,20
617,ParentOf,variant,110,Struts: Validator Without Form Field,49,20
618,ParentOf,variant,111,Direct Use of Unsafe JNI,49,20
619,ParentOf,base,112,Missing XML Validation,49,20
620,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),49,20
621,ParentOf,class,114,Process Control,49,20
622,ParentOf,base,117,Improper Output Neutralization for Logs,49,20
623,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,49,20
624,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),49,20
625,ParentOf,base,134,Use of Externally-Controlled Format String,49,20
626,ParentOf,base,170,Improper Null Termination,49,20
627,ParentOf,base,190,Integer Overflow or Wraparound,49,20
628,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,49,20
629,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),49,20
630,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,49,20
631,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,49,20
632,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,49,20
633,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),49,20
634,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),49,20
635,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),49,20
636,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),49,20
637,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,49,20
638,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),49,20
639,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),49,20
640,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),49,20
641,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,49,20
642,MemberOf,category,1005,7PK - Input Validation and Representation,49,20
643,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),49,20
644,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,49,20
645,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,49,20
646,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,49,20
647,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,49,20
648,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,49,20
649,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,49,20
650,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,49,20
651,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,49,20
652,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,49,20
653,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,49,20
654,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,49,20
655,Self,class,20,,49,20
656,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,7057,22
657,ParentOf,base,23,Relative Path Traversal,7057,22
658,ParentOf,base,36,Absolute Path Traversal,7057,22
659,CanFollow,class,20,Improper Input Validation,7057,22
660,CanFollow,base,73,External Control of File Name or Path,7057,22
661,CanFollow,class,172,Encoding Error,7057,22
662,CanPrecede,class,668,Exposure of Resource to Wrong Sphere,7057,22
663,MemberOf,category,1219,File Handling Issues,7057,22
664,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,7057,22
665,ParentOf,base,23,Relative Path Traversal,7057,22
666,ParentOf,base,36,Absolute Path Traversal,7057,22
667,ParentOf,base,23,Relative Path Traversal,7057,22
668,ParentOf,base,36,Absolute Path Traversal,7057,22
669,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,7057,22
670,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,7057,22
671,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,7057,22
672,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),7057,22
673,MemberOf,category,802,2010 Top 25 - Risky Resource Management,7057,22
674,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,7057,22
675,MemberOf,category,865,2011 Top 25 - Risky Resource Management,7057,22
676,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),7057,22
677,MemberOf,view,884,CWE Cross-section,7057,22
678,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,7057,22
679,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,7057,22
680,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,7057,22
681,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,7057,22
682,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),7057,22
683,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,7057,22
684,MemberOf,category,1308,CISQ Quality Measures - Security,7057,22
685,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
686,MemberOf,view,1340,CISQ Data Protection Measures,7057,22
687,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,7057,22
688,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
689,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
690,MemberOf,category,1404,Comprehensive Categorization: File Handling,7057,22
691,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
692,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
693,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,7057,22
694,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,7057,22
695,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,7057,22
696,Self,base,22,,7057,22
697,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7057,23
698,ParentOf,variant,24,Path Traversal: '../filedir',7057,23
699,ParentOf,variant,25,Path Traversal: '/../filedir',7057,23
700,ParentOf,variant,26,Path Traversal: '/dir/../filename',7057,23
701,ParentOf,variant,27,Path Traversal: 'dir/../../filename',7057,23
702,ParentOf,variant,28,Path Traversal: '..\filedir',7057,23
703,ParentOf,variant,29,Path Traversal: '\..\filename',7057,23
704,ParentOf,variant,30,Path Traversal: '\dir\..\filename',7057,23
705,ParentOf,variant,31,Path Traversal: 'dir\..\..\filename',7057,23
706,ParentOf,variant,32,Path Traversal: '...' (Triple Dot),7057,23
707,ParentOf,variant,33,Path Traversal: '....' (Multiple Dot),7057,23
708,ParentOf,variant,34,Path Traversal: '....//',7057,23
709,ParentOf,variant,35,Path Traversal: '.../...//',7057,23
710,ChildOf,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7057,23
