,number,state,url,html_url,created_at,updated_at,dismissed_at,dismissed_by,dismissed_reason,dismissed_comment,fixed_at,auto_dismissed_at,dependency.package.ecosystem,dependency.package.name,dependency.manifest_path,dependency.scope,security_advisory.ghsa_id,security_advisory.cve_id,security_advisory.summary,security_advisory.description,security_advisory.severity,security_advisory.identifiers,security_advisory.references,security_advisory.published_at,security_advisory.updated_at,security_advisory.withdrawn_at,security_advisory.vulnerabilities,security_advisory.cvss.vector_string,security_advisory.cvss.score,security_advisory.cwes,security_vulnerability.package.ecosystem,security_vulnerability.package.name,security_vulnerability.severity,security_vulnerability.vulnerable_version_range,security_vulnerability.first_patched_version,security_vulnerability.first_patched_version.identifier,repo_name
9,137,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/137,https://github.com/fcas/rasa/security/dependabot/137,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,transformers,poetry.lock,runtime,GHSA-37q5-v5qm-c9v8,CVE-2024-3568,Transformers Deserialization of Untrusted Data vulnerability,"The huggingface/transformers library is vulnerable to arbitrary code execution through deserialization of untrusted data within the `load_repo_checkpoint()` function of the `TFPreTrainedModel()` class. Attackers can execute arbitrary code and commands by crafting a malicious serialized payload, exploiting the use of `pickle.load()` on data from potentially untrusted sources. This vulnerability allows for remote code execution (RCE) by deceiving victims into loading a seemingly harmless checkpoint during a normal training process, thereby enabling attackers to execute arbitrary code on the targeted machine.",low,"[{'value': 'GHSA-37q5-v5qm-c9v8', 'type': 'GHSA'}, {'value': 'CVE-2024-3568', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-3568'}, {'url': 'https://github.com/huggingface/transformers/commit/693667b8ac8138b83f8adb6522ddaf42fa07c125'}, {'url': 'https://huntr.com/bounties/b3c36992-5264-4d7f-9906-a996efafba8f'}, {'url': 'https://github.com/advisories/GHSA-37q5-v5qm-c9v8'}]",2024-04-10T18:30:48Z,2024-04-10T22:20:57Z,,"[{'package': {'ecosystem': 'pip', 'name': 'transformers'}, 'severity': 'low', 'vulnerable_version_range': '< 4.38.0', 'first_patched_version': {'identifier': '4.38.0'}}]",CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:N/I:N/A:L,3.4,"[{'cwe_id': 'CWE-502', 'name': 'Deserialization of Untrusted Data'}]",pip,transformers,low,< 4.38.0,,4.38.0,rasa
10,136,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/136,https://github.com/fcas/rasa/security/dependabot/136,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,pymongo,poetry.lock,runtime,GHSA-cr6f-gf5w-vhrc,CVE-2024-21506,PyMongo Out-of-bounds Read in the bson module,Versions of the package pymongo before 4.6.3 are vulnerable to Out-of-bounds Read in the bson module. Using the crafted payload the attacker could force the parser to deserialize unmanaged memory. The parser tries to interpret bytes next to buffer and throws an exception with string. If the following bytes are not printable UTF-8 the parser throws an exception with a single byte.,medium,"[{'value': 'GHSA-cr6f-gf5w-vhrc', 'type': 'GHSA'}, {'value': 'CVE-2024-21506', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-21506'}, {'url': 'https://github.com/mongodb/mongo-python-driver/commit/56b6b6dbc267d365d97c037082369dabf37405d2'}, {'url': 'https://gist.github.com/keltecc/62a7c2bf74a997d0a7b48a0ff3853a03'}, {'url': 'https://security.snyk.io/vuln/SNYK-PYTHON-PYMONGO-6370597'}, {'url': 'https://github.com/advisories/GHSA-cr6f-gf5w-vhrc'}]",2024-04-06T06:31:08Z,2024-04-08T15:40:18Z,,"[{'package': {'ecosystem': 'pip', 'name': 'pymongo'}, 'severity': 'medium', 'vulnerable_version_range': '< 4.6.3', 'first_patched_version': {'identifier': '4.6.3'}}]",CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:L,5.2,"[{'cwe_id': 'CWE-125', 'name': 'Out-of-bounds Read'}]",pip,pymongo,medium,< 4.6.3,,4.6.3,rasa
11,135,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/135,https://github.com/fcas/rasa/security/dependabot/135,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,pillow,poetry.lock,runtime,GHSA-44wm-f244-xhp3,CVE-2024-28219,Pillow buffer overflow vulnerability,"In _imagingcms.c in Pillow before 10.3.0, a buffer overflow exists because strcpy is used instead of strncpy.",medium,"[{'value': 'GHSA-44wm-f244-xhp3', 'type': 'GHSA'}, {'value': 'CVE-2024-28219', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-28219'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/10.3.0.html#security'}, {'url': 'https://github.com/python-pillow/Pillow/commit/2a93aba5cfcf6e241ab4f9392c13e3b74032c061'}, {'url': 'https://lists.debian.org/debian-lts-announce/2024/04/msg00008.html'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/4XLPUT3VK4GQ6EVY525TT2QNUIXNRU5M'}, {'url': 'https://github.com/advisories/GHSA-44wm-f244-xhp3'}]",2024-04-03T03:30:30Z,2024-04-20T05:06:18Z,,"[{'package': {'ecosystem': 'pip', 'name': 'pillow'}, 'severity': 'medium', 'vulnerable_version_range': '< 10.3.0', 'first_patched_version': {'identifier': '10.3.0'}}]",CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,6.7,"[{'cwe_id': 'CWE-120', 'name': ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')""}, {'cwe_id': 'CWE-676', 'name': 'Use of Potentially Dangerous Function'}]",pip,pillow,medium,< 10.3.0,,10.3.0,rasa
12,134,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/134,https://github.com/fcas/rasa/security/dependabot/134,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,black,poetry.lock,development,GHSA-fj7x-q9j7-g6q6,CVE-2024-21503,Black vulnerable to Regular Expression Denial of Service (ReDoS),"Versions of the package black before 24.3.0 are vulnerable to Regular Expression Denial of Service (ReDoS) via the lines_with_leading_tabs_expanded function in the strings.py file. An attacker could exploit this vulnerability by crafting a malicious input that causes a denial of service.

Exploiting this vulnerability is possible when running Black on untrusted input, or if you habitually put thousands of leading tab characters in your docstrings.",medium,"[{'value': 'GHSA-fj7x-q9j7-g6q6', 'type': 'GHSA'}, {'value': 'CVE-2024-21503', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-21503'}, {'url': 'https://github.com/psf/black/commit/f00093672628d212b8965a8993cee8bedf5fe9b8'}, {'url': 'https://github.com/psf/black/releases/tag/24.3.0'}, {'url': 'https://security.snyk.io/vuln/SNYK-PYTHON-BLACK-6256273'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/black/PYSEC-2024-48.yaml'}, {'url': 'https://github.com/advisories/GHSA-fj7x-q9j7-g6q6'}]",2024-03-19T06:30:52Z,2024-03-20T15:24:02Z,,"[{'package': {'ecosystem': 'pip', 'name': 'black'}, 'severity': 'medium', 'vulnerable_version_range': '>= 0, < 24.3.0', 'first_patched_version': {'identifier': '24.3.0'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,"[{'cwe_id': 'CWE-1333', 'name': 'Inefficient Regular Expression Complexity'}]",pip,black,medium,">= 0, < 24.3.0",,24.3.0,rasa
13,133,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/133,https://github.com/fcas/rasa/security/dependabot/133,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,cryptography,poetry.lock,runtime,GHSA-6vqw-3v5j-54x4,CVE-2024-26130,cryptography NULL pointer dereference with pkcs12.serialize_key_and_certificates when called with a non-matching certificate and private key and an hmac_hash override,"If `pkcs12.serialize_key_and_certificates` is called with both:

1. A certificate whose public key did not match the provided private key
2. An `encryption_algorithm` with `hmac_hash` set (via `PrivateFormat.PKCS12.encryption_builder().hmac_hash(...)`

Then a NULL pointer dereference would occur, crashing the Python process.

This has been resolved, and now a `ValueError` is properly raised.

Patched in https://github.com/pyca/cryptography/pull/10423",high,"[{'value': 'GHSA-6vqw-3v5j-54x4', 'type': 'GHSA'}, {'value': 'CVE-2024-26130', 'type': 'CVE'}]","[{'url': 'https://github.com/pyca/cryptography/security/advisories/GHSA-6vqw-3v5j-54x4'}, {'url': 'https://github.com/pyca/cryptography/pull/10423'}, {'url': 'https://github.com/pyca/cryptography/commit/97d231672763cdb5959a3b191e692a362f1b9e55'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-26130'}, {'url': 'https://github.com/advisories/GHSA-6vqw-3v5j-54x4'}]",2024-02-21T18:04:40Z,2024-02-21T22:45:35Z,,"[{'package': {'ecosystem': 'pip', 'name': 'cryptography'}, 'severity': 'high', 'vulnerable_version_range': '>= 38.0.0, < 42.0.4', 'first_patched_version': {'identifier': '42.0.4'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-476', 'name': 'NULL Pointer Dereference'}]",pip,cryptography,high,">= 38.0.0, < 42.0.4",,42.0.4,rasa
14,132,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/132,https://github.com/fcas/rasa/security/dependabot/132,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,cryptography,poetry.lock,runtime,GHSA-9v9h-cgj8-h64p,CVE-2024-0727,Null pointer dereference in PKCS12 parsing,"Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL
to crash leading to a potential Denial of Service attack

Impact summary: Applications loading files in the PKCS12 format from untrusted
sources might terminate abruptly.

A file in PKCS12 format can contain certificates and keys and may come from an
untrusted source. The PKCS12 specification allows certain fields to be NULL, but
OpenSSL does not correctly check for this case. This can lead to a NULL pointer
dereference that results in OpenSSL crashing. If an application processes PKCS12
files from an untrusted source using the OpenSSL APIs then that application will
be vulnerable to this issue.

OpenSSL APIs that are vulnerable to this are: PKCS12_parse(),
PKCS12_unpack_p7data(), PKCS12_unpack_p7encdata(), PKCS12_unpack_authsafes()
and PKCS12_newpass().

We have also fixed a similar issue in SMIME_write_PKCS7(). However since this
function is related to writing data we do not consider it security significant.

The FIPS modules in 3.2, 3.1 and 3.0 are not affected by this issue.",medium,"[{'value': 'GHSA-9v9h-cgj8-h64p', 'type': 'GHSA'}, {'value': 'CVE-2024-0727', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-0727'}, {'url': 'https://github.com/openssl/openssl/commit/09df4395b5071217b76dc7d3d2e630eb8c5a79c2'}, {'url': 'https://github.com/openssl/openssl/commit/775acfdbd0c6af9ac855f34969cdab0c0c90844a'}, {'url': 'https://github.com/openssl/openssl/commit/d135eeab8a5dbf72b3da5240bab9ddb7678dbd2c'}, {'url': 'https://github.openssl.org/openssl/extended-releases/commit/03b3941d60c4bce58fab69a0c22377ab439bc0e8'}, {'url': 'https://github.openssl.org/openssl/extended-releases/commit/aebaa5883e31122b404e450732dc833dc9dee539'}, {'url': 'https://www.openssl.org/news/secadv/20240125.txt'}, {'url': 'https://github.com/github/advisory-database/pull/3472'}, {'url': 'https://github.com/openssl/openssl/pull/23362'}, {'url': 'https://github.com/alexcrichton/openssl-src-rs/commit/add20f73b6b42be7451af2e1044d4e0e778992b2'}, {'url': 'https://github.com/pyca/cryptography/commit/3519591d255d4506fbcd0d04037d45271903c64d'}, {'url': 'https://security.netapp.com/advisory/ntap-20240208-0006'}, {'url': 'http://www.openwall.com/lists/oss-security/2024/03/11/1'}, {'url': 'https://github.com/advisories/GHSA-9v9h-cgj8-h64p'}]",2024-01-26T09:30:23Z,2024-05-12T05:03:47Z,,"[{'package': {'ecosystem': 'pip', 'name': 'cryptography'}, 'severity': 'medium', 'vulnerable_version_range': '< 42.0.2', 'first_patched_version': {'identifier': '42.0.2'}}]",CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,[],pip,cryptography,medium,< 42.0.2,,42.0.2,rasa
15,131,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/131,https://github.com/fcas/rasa/security/dependabot/131,2024-05-24T01:34:00Z,2024-05-24T01:34:00Z,,,,,,,pip,cryptography,poetry.lock,runtime,GHSA-3ww4-gg4f-jr7f,CVE-2023-50782,Python Cryptography package vulnerable to Bleichenbacher timing oracle attack,"A flaw was found in the python-cryptography package. This issue may allow a remote attacker to decrypt captured messages in TLS servers that use RSA key exchanges, which may lead to exposure of confidential or sensitive data.",high,"[{'value': 'GHSA-3ww4-gg4f-jr7f', 'type': 'GHSA'}, {'value': 'CVE-2023-50782', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2023-50782'}, {'url': 'https://access.redhat.com/security/cve/CVE-2023-50782'}, {'url': 'https://bugzilla.redhat.com/show_bug.cgi?id=2254432'}, {'url': 'https://github.com/pyca/cryptography/issues/9785'}, {'url': 'https://github.com/advisories/GHSA-3ww4-gg4f-jr7f'}]",2024-02-05T21:30:31Z,2024-02-14T21:31:39Z,,"[{'package': {'ecosystem': 'pip', 'name': 'cryptography'}, 'severity': 'high', 'vulnerable_version_range': '< 42.0.0', 'first_patched_version': {'identifier': '42.0.0'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,"[{'cwe_id': 'CWE-203', 'name': 'Observable Discrepancy'}, {'cwe_id': 'CWE-208', 'name': 'Observable Timing Discrepancy'}]",pip,cryptography,high,< 42.0.0,,42.0.0,rasa
16,130,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/130,https://github.com/fcas/rasa/security/dependabot/130,2024-05-24T01:33:59Z,2024-05-24T01:33:59Z,,,,,,,pip,aiohttp,poetry.lock,runtime,GHSA-5h86-8mv2-jq9f,CVE-2024-23334,aiohttp is vulnerable to directory traversal,"### Summary
Improperly configuring static resource resolution in aiohttp when used as a web server can result in the unauthorized reading of arbitrary files on the system.

### Details
When using aiohttp as a web server and configuring static routes, it is necessary to specify the root path for static files. Additionally, the option 'follow_symlinks' can be used to determine whether to follow symbolic links outside the static root directory. When 'follow_symlinks' is set to True, there is no validation to check if a given file path is within the root directory.This can lead to directory traversal vulnerabilities, resulting in unauthorized access to arbitrary files on the system, even when symlinks are not present.

i.e. An application is only vulnerable with setup code like:
```
app.router.add_routes([
    web.static(""/static"", ""static/"", follow_symlinks=True),  # Remove follow_symlinks to avoid the vulnerability
])
```

### Impact
This is a directory traversal vulnerability with CWE ID 22. When using aiohttp as a web server and enabling static resource resolution with `follow_symlinks` set to True, it can lead to this vulnerability. This vulnerability has been present since the introduction of the `follow_symlinks` parameter.

### Workaround
Even if upgrading to a patched version of aiohttp, we recommend following these steps regardless.

If using `follow_symlinks=True` outside of a restricted local development environment, disable the option immediately. This option is NOT needed to follow symlinks which point to a location _within_ the static root directory, it is _only_ intended to allow a symlink to break out of the static directory. Even with this CVE fixed, there is still a substantial risk of misconfiguration when using this option on a server that accepts requests from remote users.

Additionally, aiohttp has always recommended using a reverse proxy server (such as nginx) to handle static resources and _not_ to use these static resources in aiohttp for production environments. Doing so also protects against this vulnerability, and is why we expect the number of affected users to be very low.

-----

Patch: https://github.com/aio-libs/aiohttp/pull/8079/files",medium,"[{'value': 'GHSA-5h86-8mv2-jq9f', 'type': 'GHSA'}, {'value': 'CVE-2024-23334', 'type': 'CVE'}]","[{'url': 'https://github.com/aio-libs/aiohttp/security/advisories/GHSA-5h86-8mv2-jq9f'}, {'url': 'https://github.com/aio-libs/aiohttp/pull/8079/files'}, {'url': 'https://github.com/aio-libs/aiohttp/commit/1c335944d6a8b1298baf179b7c0b3069f10c514b'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-23334'}, {'url': 'https://github.com/aio-libs/aiohttp/pull/8079'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/aiohttp/PYSEC-2024-24.yaml'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XXWVZIVAYWEBHNRIILZVB3R3SDQNNAA7/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ICUOCFGTB25WUT336BZ4UNYLSZOUVKBD/'}, {'url': 'https://github.com/advisories/GHSA-5h86-8mv2-jq9f'}]",2024-01-29T22:31:03Z,2024-02-18T05:08:00Z,,"[{'package': {'ecosystem': 'pip', 'name': 'aiohttp'}, 'severity': 'medium', 'vulnerable_version_range': '>= 1.0.5, < 3.9.2', 'first_patched_version': {'identifier': '3.9.2'}}]",CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.9,"[{'cwe_id': 'CWE-22', 'name': ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""}]",pip,aiohttp,medium,">= 1.0.5, < 3.9.2",,3.9.2,rasa
17,129,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/129,https://github.com/fcas/rasa/security/dependabot/129,2024-05-24T01:33:59Z,2024-05-24T01:33:59Z,,,,,,,pip,aiohttp,poetry.lock,runtime,GHSA-8qpw-xqxj-h4r2,CVE-2024-23829,"aiohttp's HTTP parser (the python one, not llhttp) still overly lenient about separators","### Summary
Security-sensitive parts of the *Python HTTP parser* retained minor differences in allowable character sets, that must trigger error handling to robustly match frame boundaries of proxies in order to protect against injection of additional requests. Additionally, validation could trigger exceptions that were not handled consistently with processing of other malformed input.

### Details
These problems are rooted in pattern matching protocol elements, previously improved by PR #3235 and GHSA-gfw2-4jvh-wgfg:

1. The expression `HTTP/(\d).(\d)` lacked another backslash to clarify that the separator should be a literal dot, not just *any* Unicode code point (result: `HTTP/(\d)\.(\d)`).

2. The HTTP version was permitting Unicode digits, where only ASCII digits are standards-compliant.

3. Distinct regular expressions for validating HTTP Method and Header field names were used - though both should (at least) apply the common restrictions of rfc9110 `token`.

### PoC
`GET / HTTP/1ö1`
`GET / HTTP/1.𝟙`
`GET/: HTTP/1.1`
`Content-Encoding?: chunked`

### Impact
Primarily concerns running an aiohttp server without llhttp:
 1. **behind a proxy**: Being more lenient than internet standards require could, depending on deployment environment, assist in request smuggling.
 2. **directly accessible** or exposed behind proxies relaying malformed input: the unhandled exception could cause excessive resource consumption on the application server and/or its logging facilities.

-----

Patch: https://github.com/aio-libs/aiohttp/pull/8074/files",medium,"[{'value': 'GHSA-8qpw-xqxj-h4r2', 'type': 'GHSA'}, {'value': 'CVE-2024-23829', 'type': 'CVE'}]","[{'url': 'https://github.com/aio-libs/aiohttp/security/advisories/GHSA-8qpw-xqxj-h4r2'}, {'url': 'https://github.com/aio-libs/aiohttp/security/advisories/GHSA-gfw2-4jvh-wgfg'}, {'url': 'https://github.com/aio-libs/aiohttp/pull/3235'}, {'url': 'https://github.com/aio-libs/aiohttp/pull/8074/files'}, {'url': 'https://github.com/aio-libs/aiohttp/commit/33ccdfb0a12690af5bb49bda2319ec0907fa7827'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-23829'}, {'url': 'https://github.com/aio-libs/aiohttp/pull/8074'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/aiohttp/PYSEC-2024-26.yaml'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XXWVZIVAYWEBHNRIILZVB3R3SDQNNAA7/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ICUOCFGTB25WUT336BZ4UNYLSZOUVKBD/'}, {'url': 'https://github.com/advisories/GHSA-8qpw-xqxj-h4r2'}]",2024-01-29T22:30:07Z,2024-02-18T05:08:09Z,,"[{'package': {'ecosystem': 'pip', 'name': 'aiohttp'}, 'severity': 'medium', 'vulnerable_version_range': '< 3.9.2', 'first_patched_version': {'identifier': '3.9.2'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,6.5,"[{'cwe_id': 'CWE-444', 'name': ""Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling')""}]",pip,aiohttp,medium,< 3.9.2,,3.9.2,rasa
18,128,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/128,https://github.com/fcas/rasa/security/dependabot/128,2024-05-24T01:33:59Z,2024-05-24T01:33:59Z,,,,,,,pip,Pillow,poetry.lock,runtime,GHSA-3f63-hfp8-52jq,CVE-2023-50447,Arbitrary Code Execution in Pillow,"Pillow through 10.1.0 allows PIL.ImageMath.eval Arbitrary Code Execution via the environment parameter, a different vulnerability than CVE-2022-22817 (which was about the expression parameter).",high,"[{'value': 'GHSA-3f63-hfp8-52jq', 'type': 'GHSA'}, {'value': 'CVE-2023-50447', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2023-50447'}, {'url': 'https://github.com/python-pillow/Pillow/commit/45c726fd4daa63236a8f3653530f297dc87b160a'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/10.2.0.html#security'}, {'url': 'http://www.openwall.com/lists/oss-security/2024/01/20/1'}, {'url': 'https://github.com/python-pillow/Pillow/releases'}, {'url': 'https://lists.debian.org/debian-lts-announce/2024/01/msg00019.html'}, {'url': 'https://devhub.checkmarx.com/cve-details/CVE-2023-50447'}, {'url': 'https://duartecsantos.github.io/2023-01-02-CVE-2023-50447'}, {'url': 'https://duartecsantos.github.io/2024-01-02-CVE-2023-50447'}, {'url': 'https://github.com/advisories/GHSA-3f63-hfp8-52jq'}]",2024-01-19T21:30:35Z,2024-03-27T23:53:02Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'high', 'vulnerable_version_range': '< 10.2.0', 'first_patched_version': {'identifier': '10.2.0'}}]",CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,"[{'cwe_id': 'CWE-94', 'name': ""Improper Control of Generation of Code ('Code Injection')""}]",pip,Pillow,high,< 10.2.0,,10.2.0,rasa
19,127,open,https://api.github.com/repos/fcas/rasa/dependabot/alerts/127,https://github.com/fcas/rasa/security/dependabot/127,2024-05-24T01:33:59Z,2024-05-24T01:33:59Z,,,,,,,pip,jinja2,poetry.lock,runtime,GHSA-h5c8-rqwp-cp95,CVE-2024-22195,Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,"The `xmlattr` filter in affected versions of Jinja accepts keys containing spaces. XML/HTML attributes cannot contain spaces, as each would then be interpreted as a separate attribute. If an application accepts keys (as opposed to only values) as user input, and renders these in pages that other users see as well, an attacker could use this to inject other attributes and perform XSS. Note that accepting keys as user input is not common or a particularly intended use case of the `xmlattr` filter, and an application doing so should already be verifying what keys are provided regardless of this fix.",medium,"[{'value': 'GHSA-h5c8-rqwp-cp95', 'type': 'GHSA'}, {'value': 'CVE-2024-22195', 'type': 'CVE'}]","[{'url': 'https://github.com/pallets/jinja/security/advisories/GHSA-h5c8-rqwp-cp95'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-22195'}, {'url': 'https://github.com/pallets/jinja/commit/716795349a41d4983a9a4771f7d883c96ea17be7'}, {'url': 'https://github.com/pallets/jinja/releases/tag/3.1.3'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5XCWZD464AJJJUBOO7CMPXQ4ROBC6JX2/'}, {'url': 'https://lists.debian.org/debian-lts-announce/2024/01/msg00010.html'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DELCVUUYX75I5K4Q5WMJG4MUZJA6VAIP/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/O7YWRBX6JQCWC2XXCTZ55C7DPMGICCN3/'}, {'url': 'https://github.com/advisories/GHSA-h5c8-rqwp-cp95'}]",2024-01-11T15:20:48Z,2024-01-27T03:30:20Z,,"[{'package': {'ecosystem': 'pip', 'name': 'jinja2'}, 'severity': 'medium', 'vulnerable_version_range': '< 3.1.3', 'first_patched_version': {'identifier': '3.1.3'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,5.4,"[{'cwe_id': 'CWE-79', 'name': ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""}]",pip,jinja2,medium,< 3.1.3,,3.1.3,rasa
