,nature,type,id,description,cwe_counts,cwe_id
23,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,4,89
24,MemberOf,category,1005,7PK - Input Validation and Representation,4,89
25,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,4,89
26,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,4,89
27,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,4,89
28,MemberOf,category,1308,CISQ Quality Measures - Security,4,89
29,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,4,89
30,MemberOf,view,1340,CISQ Data Protection Measures,4,89
31,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,4,89
32,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,4,89
33,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,4,89
34,MemberOf,category,1409,Comprehensive Categorization: Injection,4,89
35,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,4,89
36,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,4,89
4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),5,94
5,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,5,94
6,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),5,94
7,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),5,94
8,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,5,94
9,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),5,94
10,MemberOf,category,137,Data Neutralization Issues,5,94
11,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),5,94
12,MemberOf,category,1019,Validate Inputs,5,94
13,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,5,94
14,MemberOf,category,752,2009 Top 25 - Risky Resource Management,5,94
15,MemberOf,view,884,CWE Cross-section,5,94
16,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,5,94
17,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,5,94
18,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,5,94
19,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,5,94
20,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,5,94
21,MemberOf,category,1409,Comprehensive Categorization: Injection,5,94
22,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,5,94
23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,5,94
2,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,2,913
3,ParentOf,base,94,Improper Control of Generation of Code ('Code Injection'),2,913
4,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),2,913
5,ParentOf,base,502,Deserialization of Untrusted Data,2,913
6,ParentOf,base,914,Improper Control of Dynamically-Identified Variables,2,913
7,ParentOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,2,913
8,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,913
9,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),2,913
10,ParentOf,base,502,Deserialization of Untrusted Data,2,913
11,ParentOf,variant,1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2,913
12,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,2,913
13,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,2,913
3,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,2,915
4,ParentOf,variant,1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2,915
5,PeerOf,base,502,Deserialization of Untrusted Data,2,915
6,MemberOf,category,399,Resource Management Errors,2,915
7,MemberOf,view,1340,CISQ Data Protection Measures,2,915
8,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,2,915
9,MemberOf,category,1415,Comprehensive Categorization: Resource Control,2,915
4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,94
5,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,2,94
6,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),2,94
7,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),2,94
8,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,2,94
9,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),2,94
10,MemberOf,category,137,Data Neutralization Issues,2,94
11,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,94
12,MemberOf,category,1019,Validate Inputs,2,94
13,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,94
14,MemberOf,category,752,2009 Top 25 - Risky Resource Management,2,94
15,MemberOf,view,884,CWE Cross-section,2,94
16,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,2,94
17,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,94
18,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,2,94
19,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,94
20,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,94
21,MemberOf,category,1409,Comprehensive Categorization: Injection,2,94
22,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,94
23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,94
5,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,2,434
6,PeerOf,base,351,Insufficient Type Distinction,2,434
7,PeerOf,base,430,Deployment of Wrong Handler,2,434
8,PeerOf,class,436,Interpretation Conflict,2,434
9,CanFollow,base,73,External Control of File Name or Path,2,434
10,CanFollow,base,183,Permissive List of Allowed Inputs,2,434
11,CanFollow,base,184,Incomplete List of Disallowed Inputs,2,434
12,MemberOf,category,429,Handler Errors,2,434
13,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,2,434
14,MemberOf,category,1011,Authorize Actors,2,434
15,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,2,434
16,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,2,434
17,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,2,434
18,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,2,434
19,MemberOf,view,884,CWE Cross-section,2,434
20,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,2,434
21,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,434
22,MemberOf,category,1308,CISQ Quality Measures - Security,2,434
23,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,434
24,MemberOf,view,1340,CISQ Data Protection Measures,2,434
25,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,2,434
26,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,434
27,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,2,434
28,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,434
29,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,2,434
30,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,434
31,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,434
4,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,787
5,ParentOf,variant,121,Stack-based Buffer Overflow,2,787
6,ParentOf,variant,122,Heap-based Buffer Overflow,2,787
7,ParentOf,base,123,Write-what-where Condition,2,787
8,ParentOf,base,124,Buffer Underwrite ('Buffer Underflow'),2,787
9,CanFollow,base,822,Untrusted Pointer Dereference,2,787
10,CanFollow,base,823,Use of Out-of-range Pointer Offset,2,787
11,CanFollow,base,824,Access of Uninitialized Pointer,2,787
12,CanFollow,base,825,Expired Pointer Dereference,2,787
13,MemberOf,category,1218,Memory Buffer Errors,2,787
14,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,787
15,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,787
16,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,787
17,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,787
18,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,787
19,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,787
20,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,2,787
21,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,787
22,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,2,787
23,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,787
24,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,787
3,ChildOf,class,668,Exposure of Resource to Wrong Sphere,2,134
4,CanPrecede,base,123,Write-what-where Condition,2,134
5,MemberOf,category,133,String Errors,2,134
6,ChildOf,class,668,Exposure of Resource to Wrong Sphere,2,134
7,ChildOf,class,20,Improper Input Validation,2,134
8,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,134
9,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,2,134
10,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),2,134
11,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,2,134
12,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),2,134
13,MemberOf,category,865,2011 Top 25 - Risky Resource Management,2,134
14,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),2,134
15,MemberOf,view,884,CWE Cross-section,2,134
16,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,2,134
17,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,2,134
18,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),2,134
19,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),2,134
20,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),2,134
21,MemberOf,category,1308,CISQ Quality Measures - Security,2,134
22,MemberOf,view,1340,CISQ Data Protection Measures,2,134
23,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,2,134
4,ChildOf,class,834,Excessive Iteration,4,835
5,CanFollow,base,1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",4,835
6,MemberOf,category,438,Behavioral Problems,4,835
7,ChildOf,class,834,Excessive Iteration,4,835
8,MemberOf,view,884,CWE Cross-section,4,835
9,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,4,835
10,MemberOf,category,1306,CISQ Quality Measures - Reliability,4,835
11,MemberOf,category,1308,CISQ Quality Measures - Security,4,835
12,MemberOf,category,1410,Comprehensive Categorization: Insufficient Control Flow Management,4,835
3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,93
4,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),1,93
5,CanPrecede,base,117,Improper Output Neutralization for Logs,1,93
6,MemberOf,category,137,Data Neutralization Issues,1,93
7,MemberOf,category,1019,Validate Inputs,1,93
8,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,1,93
9,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,1,93
10,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,93
11,MemberOf,category,1409,Comprehensive Categorization: Injection,1,93
3,ChildOf,pillar,707,Improper Neutralization,2,20
4,ParentOf,base,179,Incorrect Behavior Order: Early Validation,2,20
5,ParentOf,variant,622,Improper Validation of Function Hook Arguments,2,20
6,ParentOf,base,1173,Improper Use of Validation Framework,2,20
7,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,2,20
8,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",2,20
9,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,2,20
10,ParentOf,base,1287,Improper Validation of Specified Type of Input,2,20
11,ParentOf,base,1288,Improper Validation of Consistency within Input,2,20
12,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,2,20
13,PeerOf,class,345,Insufficient Verification of Data Authenticity,2,20
14,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2,20
15,CanPrecede,base,41,Improper Resolution of Path Equivalence,2,20
16,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,20
17,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,20
18,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,2,20
19,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,20
20,ParentOf,variant,129,Improper Validation of Array Index,2,20
21,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,2,20
22,MemberOf,category,1019,Validate Inputs,2,20
23,ParentOf,base,15,External Control of System or Configuration Setting,2,20
24,ParentOf,base,73,External Control of File Name or Path,2,20
25,ParentOf,variant,102,Struts: Duplicate Validation Forms,2,20
26,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,2,20
27,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,2,20
28,ParentOf,variant,105,Struts: Form Field Without Validator,2,20
29,ParentOf,variant,106,Struts: Plug-in Framework not in Use,2,20
30,ParentOf,variant,107,Struts: Unused Validation Form,2,20
31,ParentOf,variant,108,Struts: Unvalidated Action Form,2,20
32,ParentOf,variant,109,Struts: Validator Turned Off,2,20
33,ParentOf,variant,110,Struts: Validator Without Form Field,2,20
34,ParentOf,variant,111,Direct Use of Unsafe JNI,2,20
35,ParentOf,base,112,Missing XML Validation,2,20
36,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),2,20
37,ParentOf,class,114,Process Control,2,20
38,ParentOf,base,117,Improper Output Neutralization for Logs,2,20
39,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,20
40,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2,20
41,ParentOf,base,134,Use of Externally-Controlled Format String,2,20
42,ParentOf,base,170,Improper Null Termination,2,20
43,ParentOf,base,190,Integer Overflow or Wraparound,2,20
44,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,2,20
45,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),2,20
46,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,2,20
47,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,20
48,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,2,20
49,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),2,20
50,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),2,20
51,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),2,20
52,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),2,20
53,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,2,20
54,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),2,20
55,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),2,20
56,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),2,20
57,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,2,20
58,MemberOf,category,1005,7PK - Input Validation and Representation,2,20
59,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),2,20
60,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,20
61,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,20
62,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,2,20
63,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,20
64,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,2,20
65,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,20
66,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,2,20
67,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,20
68,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,20
5,ChildOf,class,118,Incorrect Access of Indexable Resource ('Range Error'),1,119
6,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),1,119
7,ParentOf,base,125,Out-of-bounds Read,1,119
8,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,1,119
9,ParentOf,base,786,Access of Memory Location Before Start of Buffer,1,119
10,ParentOf,base,787,Out-of-bounds Write,1,119
11,ParentOf,base,788,Access of Memory Location After End of Buffer,1,119
12,ParentOf,base,805,Buffer Access with Incorrect Length Value,1,119
13,ParentOf,base,822,Untrusted Pointer Dereference,1,119
14,ParentOf,base,823,Use of Out-of-range Pointer Offset,1,119
15,ParentOf,base,824,Access of Uninitialized Pointer,1,119
16,ParentOf,base,825,Expired Pointer Dereference,1,119
17,CanFollow,class,20,Improper Input Validation,1,119
18,CanFollow,base,128,Wrap-around Error,1,119
19,CanFollow,variant,129,Improper Validation of Array Index,1,119
20,CanFollow,base,131,Incorrect Calculation of Buffer Size,1,119
21,CanFollow,base,190,Integer Overflow or Wraparound,1,119
22,CanFollow,base,193,Off-by-one Error,1,119
23,CanFollow,variant,195,Signed to Unsigned Conversion Error,1,119
24,CanFollow,base,839,Numeric Range Comparison Without Minimum Check,1,119
25,CanFollow,base,843,Access of Resource Using Incompatible Type ('Type Confusion'),1,119
26,CanFollow,base,1257,Improper Access Control Applied to Mirrored or Aliased Memory Regions,1,119
27,CanFollow,base,1260,Improper Handling of Overlap Between Protected Memory Ranges,1,119
28,CanFollow,base,1339,Insufficient Precision or Accuracy of a Real Number,1,119
29,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,1,119
30,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),1,119
31,ParentOf,base,125,Out-of-bounds Read,1,119
32,ParentOf,base,787,Out-of-bounds Write,1,119
33,ParentOf,base,824,Access of Uninitialized Pointer,1,119
34,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),1,119
35,ParentOf,base,123,Write-what-where Condition,1,119
36,ParentOf,base,125,Out-of-bounds Read,1,119
37,ParentOf,base,130,Improper Handling of Length Parameter Inconsistency,1,119
38,ParentOf,base,786,Access of Memory Location Before Start of Buffer,1,119
39,ParentOf,base,787,Out-of-bounds Write,1,119
40,ParentOf,base,788,Access of Memory Location After End of Buffer,1,119
41,ParentOf,base,805,Buffer Access with Incorrect Length Value,1,119
42,ParentOf,base,822,Untrusted Pointer Dereference,1,119
43,ParentOf,base,823,Use of Out-of-range Pointer Offset,1,119
44,ParentOf,base,824,Access of Uninitialized Pointer,1,119
45,ParentOf,base,825,Expired Pointer Dereference,1,119
46,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),1,119
47,ParentOf,base,123,Write-what-where Condition,1,119
48,ParentOf,base,125,Out-of-bounds Read,1,119
49,ParentOf,base,130,Improper Handling of Length Parameter Inconsistency,1,119
50,ParentOf,base,786,Access of Memory Location Before Start of Buffer,1,119
51,ParentOf,base,787,Out-of-bounds Write,1,119
52,ParentOf,base,788,Access of Memory Location After End of Buffer,1,119
53,ParentOf,base,805,Buffer Access with Incorrect Length Value,1,119
54,ParentOf,base,822,Untrusted Pointer Dereference,1,119
55,ParentOf,base,823,Use of Out-of-range Pointer Offset,1,119
56,ParentOf,base,824,Access of Uninitialized Pointer,1,119
57,ParentOf,base,825,Expired Pointer Dereference,1,119
58,ChildOf,class,20,Improper Input Validation,1,119
59,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,119
60,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,1,119
61,MemberOf,category,740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),1,119
62,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),1,119
63,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1,119
64,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),1,119
65,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),1,119
66,MemberOf,category,752,2009 Top 25 - Risky Resource Management,1,119
67,MemberOf,category,874,CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR),1,119
68,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),1,119
69,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1,119
70,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),1,119
71,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),1,119
72,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,1,119
73,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),1,119
74,MemberOf,category,1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),1,119
75,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),1,119
76,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,119
77,MemberOf,category,1306,CISQ Quality Measures - Reliability,1,119
78,MemberOf,category,1308,CISQ Quality Measures - Security,1,119
79,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,119
80,MemberOf,view,1340,CISQ Data Protection Measures,1,119
81,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,119
82,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,119
83,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,1,119
84,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,119
85,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,119
2,ChildOf,class,668,Exposure of Resource to Wrong Sphere,2,522
3,ChildOf,class,1390,Weak Authentication,2,522
4,ParentOf,base,256,Plaintext Storage of a Password,2,522
5,ParentOf,base,257,Storing Passwords in a Recoverable Format,2,522
6,ParentOf,base,260,Password in Configuration File,2,522
7,ParentOf,base,261,Weak Encoding for Password,2,522
8,ParentOf,base,523,Unprotected Transport of Credentials,2,522
9,ParentOf,base,549,Missing Password Field Masking,2,522
10,ChildOf,class,287,Improper Authentication,2,522
11,MemberOf,category,1013,Encrypt Data,2,522
12,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,2,522
13,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,2,522
14,MemberOf,view,884,CWE Cross-section,2,522
15,MemberOf,category,930,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,2,522
16,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,2,522
17,MemberOf,category,1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,2,522
18,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,522
19,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,2,522
20,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,522
21,MemberOf,category,1396,Comprehensive Categorization: Access Control,2,522
4,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,125
5,ParentOf,variant,126,Buffer Over-read,1,125
6,ParentOf,variant,127,Buffer Under-read,1,125
7,CanFollow,base,822,Untrusted Pointer Dereference,1,125
8,CanFollow,base,823,Use of Out-of-range Pointer Offset,1,125
9,CanFollow,base,824,Access of Uninitialized Pointer,1,125
10,CanFollow,base,825,Expired Pointer Dereference,1,125
11,MemberOf,category,1218,Memory Buffer Errors,1,125
12,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,125
13,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,125
14,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,1,125
15,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,1,125
16,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),1,125
17,MemberOf,category,1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),1,125
18,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),1,125
19,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,125
20,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,125
21,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,125
22,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,1,125
23,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,125
24,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,1,125
25,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,125
26,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,125
4,ChildOf,pillar,710,Improper Adherence to Coding Standards,1,476
5,ChildOf,class,754,Improper Check for Unusual or Exceptional Conditions,1,476
6,CanFollow,base,252,Unchecked Return Value,1,476
7,CanFollow,class,362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,476
8,CanFollow,variant,789,Memory Allocation with Excessive Size Value,1,476
9,CanFollow,base,1325,Improperly Controlled Sequential Memory Allocation,1,476
10,MemberOf,category,465,Pointer Issues,1,476
11,ChildOf,class,754,Improper Check for Unusual or Exceptional Conditions,1,476
12,MemberOf,category,398,7PK - Code Quality,1,476
13,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,1,476
14,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),1,476
